word,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25
mansion,"a-large,-stone-fireplace-with-a-roaring-fire-in-a-living-room",a-private-gym-with-a-personal-trainer-and-state-of-the-art-equipment,a-guest-room-with-a-comfortable-looking-bed-and-a-desk-with-a-large-window,a-tennis-court-with-a-net-and-a-few-players-in-the-background,"a-collection-of-expensive,-artwork-on-a-gallery-wall",a-luxurious-bedroom-with-a-four-poster-bed-and-a-large-window-with-a-view-of-the-garden,a-butler-standing-at-attention-in-a-formal-dining-room,a-butler-polishing-a-silver-trophy-in-a-study-with-leather-bound-books,a-large-outdoor-garden-with-a-variety-of-plants-and-a-small-pond,a-butler-holding-a-tray-of-drinks-in-a-formal-living-room,a-grand-entrance-with-a-large-wooden-door-and-a-chandelier-above,a-staff-of-maids-and-butlers-working-in-the-mansion's-service-areas,a-group-of-people-enjoying-a-barbecue-on-the-mansion's-patio,a-private-library-with-a-reading-nook-and-a-fireplace,"a-collection-of-rare,-leather-bound-books-on-a-library-shelf",a-security-guard-standing-at-the-entrance-of-a-gated-community,a-private-spa-with-a-hot-tub-and-a-view-of-the-garden,a-swimming-pool-surrounded-by-palm-trees-and-sun-loungers,"a-private,-outdoor-hot-tub-with-a-view-of-the-surrounding-landscape",a-private-outdoor-seating-area-with-a-fire-pit-and-comfortable-furniture,a-staircase-with-a-intricate-iron-railing-and-a-large-crystal-chandelier,a-guest-arriving-at-the-mansion-in-a-limousine-and-being-greeted-by-a-butler,a-private-movie-theater-with-a-large-screen-and-comfortable-looking-seats,a-chef-serving-a-meal-on-fine-china-in-a-formal-dining-setting,a-large-formal-dining-room-with-a-long-table-set-with-fine-china-and-crystal-glasses
manure,a-compost-bin-filled-with-a-mix-of-leaves-and-manure,"a-pile-of-manure-bags,-used-for-transporting-and-storing-manure",a-person-raking-manure-into-a-windrow-for-easier-composting,a-man-spreading-manure-as-fertilizer-on-a-lawn,a-pile-of-manure-being-turned-in-a-compost-bin,a-shovel-scooping-up-manure-from-a-cow's-stall,"a-bucket-of-fresh-manure,-with-a-scoop-and-a-watering-can-nearby",a-shovel-scooping-manure-out-of-a-cow's-stall,a-cow's-hind-end-as-it-deposits-manure-in-a-field,a-garden-hose-spraying-water-on-a-pile-of-manure-in-a-compost-bin,"a-large-pile-of-brown,-composted-manure-in-a-horse-stable","a-garden-hose,-spraying-manure-tea-onto-a-garden-bed","a-pile-of-manure,-with-a-sign-that-says-'free-compost'",a-manure-spreader-driving-down-a-country-road,a-cow-standing-near-a-pile-of-manure-in-a-feedlot,a-gardener-mixing-manure-into-soil-as-part-of-a-fertilizer-recipe,a-person-wearing-gloves-and-a-face-mask-handling-manure-in-a-garden,a-bucket-of-soiled-bedding-material-in-a-chicken-coop,"a-farm's-manure-lagoon,-a-large-body-of-liquid-manure",a-pile-of-manure-being-hauled-away-in-a-truck,a-bag-of-manure-tea-sitting-next-to-a-watering-can,a-pile-of-manure-being-loaded-into-a-wheelbarrow,"a-pile-of-dried,-crumbly-manure-next-to-a-barn-door",a-garden-bed-filled-with-plants-growing-in-composted-manure,a-person-wearing-gloves-and-a-mask-while-handling-manure
many,a-stack-of-neatly-arranged-boxes-in-a-storage-room,a-group-of-children-playing-together-in-a-sandbox,"a-collection-of-colorful,-intricately-patterned-rugs",a-crowd-of-people-waiting-for-a-bus-at-a-bus-stop,a-set-of-identical-chairs-arranged-around-a-conference-table,a-table-filled-with-many-plates-of-food-at-a-buffet,a-school-of-fish-swimming-together-in-a-coral-reef,a-calendar-with-multiple-appointments-and-events-scheduled,a-shelf-filled-with-rows-of-identical-cans-of-food,a-field-of-wheat-swaying-in-the-wind-under-a-blue-sky,a-jar-filled-with-a-variety-of-colorful-buttons,a-stack-of-multiple-boxes-on-a-pallet-in-a-warehouse,a-group-of-many-children-playing-together-in-a-playground,"a-desk-with-many-papers,-pens,-and-pencils-scattered-across-its-surface",a-stack-of-identical-plates-piled-high-on-a-table,a-jar-overflowing-with-colorful-jelly-beans,"a-field-of-wheat-swaying-in-the-wind,-with-many-golden-stalks","a-basket-overflowing-with-fresh,-ripe-apples",a-bouquet-of-mixed-wildflowers-growing-in-a-meadow,a-flock-of-ducks-swimming-together-in-a-pond,a-group-of-people-waiting-together-in-line-at-a-store,a-group-of-kids-playing-together-in-a-sandbox,"a-row-of-identical,-neatly-arranged-pencils-on-a-desk","a-collection-of-colorful,-intricately-patterned-fabrics","a-table-filled-with-multiple-cards,-chips,-and-dice-for-a-poker-game"
maple,a-maple-tree-with-a-nest-of-birds-in-a-park,a-person-walking-through-a-forest-with-tall-maple-trees-surrounding-them,a-maple-syrup-bottle-on-a-kitchen-countertop,a-person-holding-a-maple-wood-walking-stick-while-hiking,a-close-up-view-of-a-maple-leaf's-red-and-orange-colors-changing-with-the-seasons,a-wooden-maple-syrup-filter-sitting-on-a-kitchen-counter-with-a-mixing-bowl-in-the-background,a-baseball-bat-leaning-against-the-fence-of-a-baseball-field,a-close-up-view-of-a-maple-syrup-can-with-a-label-and-a-spoon,"a-small,-ornamental-maple-tree-in-a-garden-bed-with-colorful-flowers",a-maple-wood-table-with-four-chairs-in-a-cozy-dining-room,a-person-harvesting-maple-syrup-from-a-boil-kettle,a-maple-leaf-shaped-cookie-cutter-sitting-on-a-baking-sheet-with-a-mixing-bowl-in-the-background,a-close-up-view-of-maple-leaves-with-a-dewdrop-on-one-of-them,a-wooden-coat-rack-with-a-maple-finish-in-a-rustic-entryway,a-person-tapping-a-maple-tree-trunk-with-a-mallet-in-a-snowy-forest,a-wooden-maple-rocking-chair-sitting-on-a-porch-with-a-scenic-view-behind-it,a-sugar-shack-with-a-smokestack-in-a-snowy-winter-landscape,a-maple-leaf-pressed-between-the-pages-of-a-nature-journal,a-wooden-spoon-resting-in-a-bowl-of-fluffy-pancakes,a-fall-foliage-scene-with-vibrant-orange-and-red-maple-leaves,a-wooden-bridge-with-a-maple-rail-in-a-serene-forest-setting,a-maple-tree-with-a-rope-swing-tied-to-its-branches,a-maple-leaf-with-a-clear-stream-running-through-it-in-a-park,a-maple-tree-with-a-red-maple-leaf-in-a-garden,a-wooden-maple-syrup-bottle-with-a-metal-cap-on-a-kitchen-counter
margin,a-paintbrush-painting-a-straight-line-along-the-margin-of-a-wall,a-picture-of-a-narrow-road-with-a-white-margin-between-the-road-and-the-surrounding-landscape,a-narrow-border-of-a-rug-leading-into-a-room,a-picture-frame-with-a-white-margin-around-a-photo,a-narrow-edge-of-a-notebook-with-a-pencil-mark-at-the-top,a-piece-of-paper-with-a-margin-filled-with-scribbled-notes,a-printer-paper-with-a-narrow-margin-around-the-printed-text,a-person-adjusting-the-margin-settings-on-a-printer-before-printing,a-person-using-a-template-to-create-a-clean-margin-in-a-presentation,a-calendar-with-a-narrow-margin-between-the-days-of-the-week-and-the-edge-of-the-page,a-lined-paper-notebook-with-a-wide-margin-for-notes,a-sewing-machine-operator-carefully-sewing-a-straight-margin,a-handwritten-letter-with-a-wide-margin-between-the-text,a-ruler-with-a-narrow-margin-between-the-measuring-units-and-the-edge-of-the-ruler,"a-bookshelf-with-neatly-stacked-books,-each-with-a-small-margin-between-them","a-bookshelf-with-neatly-arranged-books,-leaving-a-small-margin-between-each-volume",a-piece-of-paper-with-handwritten-notes-and-a-narrow-margin-at-the-side,a-piece-of-music-sheet-with-a-wide-margin-for-notes-and-lyrics,a-border-of-small-stones-along-the-edge-of-a-driveway,a-digital-drawing-program-displaying-a-margin-guide,a-piece-of-paper-with-a-narrow-margin-at-the-bottom-for-a-signature,a-set-of-architectural-plans-with-a-clear-margin-to-label-different-sections,a-book-with-a-wide-margin-for-notes-and-comments-in-the-corner-of-a-page,a-wall-with-a-decorative-molding-creating-a-narrow-margin-between-the-wall-and-the-ceiling,a-book-with-a-decorative-border-and-a-narrow-margin-surrounding-the-text
market,a-customer-paying-with-cash-at-a-street-food-stall,fresh-produce-laid-out-on-a-wooden-display-table,a-group-of-children-playing-with-balloons-at-a-street-fair,a-customer-sampling-a-free-taste-of-cheese-at-a-cheese-counter,a-customer-being-helped-by-a-store-employee-as-they-try-on-shoes,a-display-of-exotic-spices-and-herbs-in-a-specialty-store,a-person-walking-into-a-grocery-store-with-a-reusable-shopping-bag,a-chef-expertly-slicing-meats-in-a-butcher-shop,"a-large,-overhead-sign-indicating-the-store's-name-and-logo",a-vendor-weighing-out-coffee-beans-on-a-vintage-scale,a-display-of-fresh-seafood-on-ice-in-a-fish-market,a-tray-of-freshly-baked-cookies-being-displayed-in-a-bakery-case,a-sign-reading-'sales'-above-a-discounted-item-in-a-store,a-person-browsing-through-a-rack-of-second-hand-clothes-at-a-thrift-store,a-farmer's-market-with-rows-of-vendors-selling-fresh-eggs-and-dairy-products,a-shelf-lined-with-jars-of-colorful-jams-and-honey,a-sign-above-a-row-of-shelves-indicating-a-sale-on-electronics,a-cashier-ringing-up-purchases-at-a-checkout-counter-in-a-large-retail-store,a-storefront-window-display-featuring-a-prominent-sign-and-banners,a-store-employee-restocking-shelves-with-boxes-of-cereal,a-person-arranging-a-display-of-handmade-soaps-and-candles-in-a-shop-window,"a-display-of-fresh-meats,-including-steaks-and-chicken-breasts",a-store-employee-using-a-credit-card-machine-to-process-a-transaction,a-pyramid-of-stacked-boxes-and-crates-in-a-warehouse-storage-area,a-shopper-examining-a-rack-of-clothes-in-a-department-store
maroon,"a-bottle-of-red-wine-with-a-dark,-rich-maroon-hue","a-richly-colored,-velvet-armchair-in-a-dimly-lit-library",a-maroon-colored-apple-sitting-on-a-wooden-kitchen-counter,"a-deep-red,-glazed-ceramic-vase-on-a-wooden-table",a-maroon-colored-stained-glass-window-in-a-church,a-maroon-colored-journal-lying-open-on-a-wooden-desk-in-a-study,a-maroon-colored-bicycle-parked-on-a-bike-rack-in-a-city-street,a-brick-wall-with-faded-maroon-paint-peeling-off,a-maroon-colored-grape-bunch-hanging-from-a-vine-in-a-vineyard,"a-dark-red,-polished,-wooden-door-in-a-historic-mansion","a-maroon-painted-wooden-fence-surrounding-a-charming,-old-cottage",a-maroon-colored-corduroy-jacket-hanging-in-a-closet,"a-maroon-colored-rug-in-a-busy,-modern-home-office","a-maroon-colored-flower-bouquet-in-a-elegant,-upscale-vase",a-maroon-colored-tile-floor-in-a-modern-kitchen,"a-richly-colored,-maroon-colored-rug-in-a-living-room","a-row-of-maroon-colored-bricks-in-a-historic,-old-fashioned-building","a-faded,-maroon-colored-t-shirt-hanging-in-a-closet",a-maroon-colored-liquid-flowing-through-a-glass-pipette,a-maroon-ceramic-vase-filled-with-fresh-red-roses-on-a-coffee-table,a-maroon-colored-autumn-landscape-with-hills-and-trees,a-maroon-colored-sports-jersey-hanging-on-a-hook-in-a-gym,a-maroon-convertible-sports-car-speeding-down-a-coastal-highway,a-maroon-colored-rock-formation-in-a-desert-landscape,"a-maroon-colored,-leather-bound-book-on-a-bookshelf"
marriage,a-married-couple-cuddled-up-on-a-couch-watching-a-movie-together,a-couple-signing-a-marriage-certificate-at-a-courthouse,a-couple-on-a-romantic-vacation-holding-hands-on-a-beach,a-married-couple-sitting-on-a-couch-together-with-a-cat-on-their-lap,a-bride-walking-down-an-aisle-in-a-white-wedding-dress-towards-a-groom-at-the-altar,"a-married-couple-sitting-on-a-couch-together,-holding-hands",a-couple-dancing-at-their-wedding-reception-under-twinkling-lights,a-married-couple-holding-hands-while-walking-on-a-beach-at-sunset,a-wedding-guest-taking-a-photo-with-the-happy-couple,a-woman-in-a-white-wedding-dress-hugging-her-father-before-walking-down-the-aisle,a-wedding-party-posing-together-for-a-formal-photo-shoot,"a-couple's-hands-clasped-together-in-a-heartfelt,-intimate-moment",a-wedding-party-photo-shoot-with-a-professional-photographer,a-bride-and-groom-sharing-their-first-kiss-as-a-married-couple,a-bride-and-groom-riding-in-a-horse-drawn-carriage,a-newlywed-couple-cutting-a-cake-together-at-their-reception,a-wedding-cake-with-multiple-tiers-and-flowers-on-top,a-gold-wedding-band-on-a-person's-ring-finger,a-couple-dancing-their-first-dance-as-husband-and-wife-at-a-reception,a-woman-wearing-a-wedding-veil-and-holding-a-bouquet-of-flowers,a-couple-exchanging-vows-in-a-church-with-a-minister-officiating,a-married-couple's-home-with-a-'just-married'-sign-on-the-front-door,a-couple-holding-hands-while-walking-through-a-picturesque-mountain-town,a-wedding-cake-topper-with-two-figurines-of-the-couple,a-bride-holding-a-bouquet-of-white-roses-and-a-veil-over-her-face
marvel,a-person-dressed-as-black-panther-attending-a-charity-gala,a-comic-book-artist-sketching-out-a-new-idea-for-a-marvel-character,"a-city-street-with-a-giant,-glowing-avengers-logo-on-the-side-of-a-skyscraper",a-group-of-people-dressed-in-superhero-costumes-at-a-comic-con-event,a-colorful-comic-book-panel-with-dynamic-action-and-speech-bubbles,a-display-case-at-a-museum-showcasing-ancient-artifacts-from-thor's-world,a-group-of-young-children-dressed-as-their-favorite-marvel-superheroes,a-stan-lee-cameo-appearance-in-a-comic-book-movie,a-close-up-of-the-winter-soldier's-advanced-cybernetic-arm,a-person-reading-a-marvel-comic-book-in-a-cozy-living-room,a-person-wearing-a-captain-marvel-jacket-and-flying-down-a-runway,a-close-up-view-of-spider-man's-mask-and-web-shooters,a-display-case-at-a-comic-book-store-filled-with-marvel-comics,a-group-of-friends-cheering-as-thor's-hammer-mjolnir-flies-through-the-air,"a-group-of-superheroes-gathered-around-a-table,-discussing-strategy",a-group-of-friends-gathered-around-a-tv-watching-a-marvel-live-action-series,a-person-holding-up-a-spider-man-funko-pop,"a-city-street-with-a-giant,-glowing-spider-web-covering-the-skyscrapers","a-comic-book-artist-at-work,-drawing-a-new-marvel-character",a-person-wearing-a-spider-man-suit-and-mask-for-a-halloween-party,a-comic-book-page-spread-out-on-a-coffee-table,"the-avengers-logo-on-a-sleek,-high-tech-shield",a-person-reading-a-comic-book-about-thor-on-a-couch,"a-person-dressed-as-black-widow-in-a-high-stakes,-action-packed-training-session",a-person-reading-a-marvel-novel-on-a-beach
master,a-person-wearing-a-master's-uniform-and-holding-a-certificate-of-completion,"a-person-sitting-at-a-desk,-grading-papers-or-looking-at-a-stack-of-books","a-person-with-a-confident-expression,-standing-in-front-of-a-large-audience","a-person-in-a-leadership-role,-with-a-team-of-followers-or-apprentices",a-chessboard-with-a-king-piece-being-attacked-by-a-pawn,"a-person-sitting-at-a-computer,-typing-away-at-a-keyboard",a-person-in-a-uniform-with-a-badge-reading-'master-sergeant',a-set-of-precision-gears-and-machinery-in-a-clockmaker's-workshop,"a-large,-ornate-door-with-a-heavy-looking-iron-doorknob",a-chessboard-with-a-player's-hand-hovering-over-a-piece,"a-person-with-a-certificate-or-diploma,-representing-completion-of-a-course",a-person-with-a-black-belt-in-a-martial-arts-competition,a-set-of-precision-tools-laid-out-on-a-cluttered-workbench,"a-large,-old-fashioned-keyhole-in-a-door","a-person-standing-in-front-of-a-large,-detailed-map","a-person-in-a-formal-setting,-with-a-title-such-as-'master-of-ceremonies'","a-person-inspecting-a-work-of-art,-looking-for-flaws",a-blacksmith-hammering-hot-metal-into-a-glowing-shape,a-person-wearing-a-master's-sash-and-holding-a-staff,"a-person-wearing-a-crown-or-regalia,-symbolizing-expertise","a-person-standing-in-a-studio-or-gallery,-admiring-a-sculpture-or-installation","a-conductor-standing-on-a-podium,-waving-a-baton-to-orchestrate-a-symphony",a-craftsman-carefully-polishing-a-piece-of-fine-jewelry,"a-person-standing-in-front-of-a-large,-wooden-easel",a-person-wearing-a-chef's-hat-and-holding-a-toque
matter,a-lump-of-clay-being-shaped-by-a-potter,a-pile-of-recyclable-plastic-bottles-in-a-recycling-bin,a-container-of-water-with-a-floating-piece-of-wood,a-cluster-of-rocks-on-a-mountain-trail,a-stack-of-bricks-in-a-construction-yard,a-close-up-view-of-the-intricate-patterns-on-a-butterfly's-wings,"a-factory-worker-operating-a-large,-industrial-grinding-machine",a-collection-of-coins-in-a-piggy-bank,a-lump-of-clay-on-a-pottery-wheel,a-pile-of-old-newspapers-in-a-recycling-bin,a-pile-of-gravel-on-a-driveway,a-tree-branch-tangled-in-a-bush,a-steel-beam-being-lifted-by-a-crane,a-geologist-studying-a-rock-sample-under-a-microscope,a-patch-of-grass-on-a-golf-course,a-group-of-pebbles-on-a-riverbank,"a-large,-industrial-furnace-belching-smoke-into-the-air","a-person-holding-a-small,-delicate-feather",a-chunk-of-coal-being-mined-in-a-mine,"a-dense,-dark-forest-with-tall-trees-and-thick-underbrush",a-bundle-of-wires-on-an-electrical-panel,"a-person-holding-a-small,-delicate-crystal-pendant",a-collection-of-keys-on-a-hook-by-the-front-door,a-glass-of-juice-with-floating-ice-cubes,"a-person-wearing-a-gas-mask,-working-in-a-hazardous-materials-lab"
mattress,"a-bedroom-with-a-mattress-and-a-headboard,-surrounded-by-a-canopy",a-person-testing-out-a-mattress-in-a-store,"a-mattress-with-a-colorful,-striped-bed-skirt-draped-over-it",a-queen-sized-mattress-sitting-on-a-bed-frame-in-a-bedroom,a-set-of-bed-sheets-and-pillows-neatly-stacked-on-a-mattress,"a-bedroom-with-a-mattress-sitting-on-a-box-spring,-surrounded-by-nightstands",a-bedroom-with-a-crib-and-a-mattress-on-the-floor-next-to-it,a-person-lying-on-a-couch-bed-in-a-living-room,a-person-unboxing-a-new-mattress-in-their-home,a-mattress-being-rotated-to-prevent-sagging,a-bedroom-with-a-futon-and-a-mattress-that-converts-to-a-couch,a-mattress-with-a-built-in-headboard-and-footboard,a-bedroom-with-a-murphy-bed-and-a-mattress,a-person-sleeping-on-a-mattress-on-a-camping-trip,a-memory-foam-mattress-on-a-platform-bed,a-mattress-being-placed-on-a-bed-frame-by-a-furniture-store-employee,"a-bedroom-with-a-mattress-and-a-nightstand,-surrounded-by-a-bedside-lamp",a-mattress-store-with-rows-of-stacked-beds-and-salespeople,a-person-flipping-over-a-mattress-to-inspect-the-underside,a-cozy-reading-nook-with-a-mattress-and-pillows-in-a-living-room,a-person-lying-on-a-plush-mattress-in-a-cozy-bedroom,a-person-testing-the-firmness-of-a-mattress-in-a-store,a-mattress-being-delivered-to-a-front-door-on-a-moving-truck,"a-store-display-showcasing-mattress-accessories,-such-as-pillows-and-sheets",a-person-inspecting-a-mattress-for-stains-or-damage
meadow,"a-field-of-tall,-swaying-grasses-under-a-bright-blue-sky",a-bee-collecting-nectar-from-a-bright-red-poppy,"a-grazing-cow-with-a-bell-around-its-neck,-surrounded-by-tall-grasses",a-butterfly-perched-on-a-bright-yellow-daisy,"a-scenic-view-of-a-meadow-at-sunrise,-with-the-sky-turning-pink-and-orange",a-patch-of-bright-yellow-buttercups-growing-in-a-circular-pattern,"a-person-walking-through-a-lush,-green-meadow-with-tall-grasses","a-small-pond-in-the-meadow,-surrounded-by-water-lilies-and-cattails",a-group-of-wildflowers-swaying-gently-in-a-breeze,"a-person-sitting-on-a-rock,-watching-a-meadow-with-a-pair-of-binoculars",a-field-of-tall-grasses-swaying-in-the-wind,"a-small-pond-or-lake-surrounded-by-a-meadow,-with-water-lilies-floating",a-rabbit-hopping-across-a-sunlit-meadow,a-sun-drenched-field-of-tall-grass-swaying-gently-in-the-breeze,a-group-of-butterflies-perched-on-a-patch-of-bright-purple-flowers,a-small-wooden-bridge-crossing-over-a-shallow-stream,a-family-of-ducks-swimming-in-a-small-pond-surrounded-by-water-lilies,"a-person-lying-down-in-a-field-of-tall-grass,-reading-a-book",a-bird-perched-on-a-branch-overlooking-a-peaceful-meadow,a-fluttering-butterfly-perched-on-a-delicate-purple-iris,"a-child-running-through-the-tall-grass,-laughing-and-carefree","a-group-of-horses-galloping-across-the-meadow,-their-manes-and-tails-flowing-in-the-wind","a-group-of-birds-flying-overhead,-their-silhouettes-against-the-sky",a-group-of-children-playing-in-a-green-meadow-with-wildflowers,a-tree-branch-overhanging-a-tranquil-meadow-pond
